program_id;fakulte_adi;puan_turu;burs_turu;genel_kontenjan;okul_birincisi_kontenjani;toplam_kontenjan;genel_kontenjana_yerlesen;okul_birincisi_kontenjanina_yerlesen;toplam_yerlesen;bos_kontenjan;ilk_yerlesme_orani;kayit_yaptirmayan;ek_yerlesen;ortalama_obp;ort_diploma_notu
203590175;İşletme Fakültesi;EA;%50 İndirimli;43;0;43;43;0;43;0;100;0;0;419.728;83.9
203510022;Mühendislik Fakültesi;SAY;Burslu;9;0;9;9;0;9;0;100;0;0;462.635;92.5
203510676;Mühendislik Fakültesi;SAY;%50 İndirimli;49;0;49;49;0;49;0;100;0;0;451.81;90.4
203511374;Mühendislik Fakültesi;SAY;Burslu;3;0;3;3;0;3;0;100;0;0;445.783;89.2
203511383;Mühendislik Fakültesi;SAY;%50 İndirimli;20;0;20;18;0;18;2;90;0;2;426.849;85.4
203510879;Mühendislik Fakültesi;SAY;Burslu;7;0;7;7;0;7;0;100;0;0;465.573;93.1
203510888;Mühendislik Fakültesi;SAY;%50 İndirimli;42;0;42;42;0;42;0;100;0;0;446.483;89.3
203510049;Mühendislik Fakültesi;SAY;Burslu;10;0;10;10;0;10;0;100;0;0;454.88;91
203510694;Mühendislik Fakültesi;SAY;%50 İndirimli;56;0;56;56;0;56;0;100;0;0;446.613;89.3
203511338;Mühendislik Fakültesi;SAY;Burslu;6;0;6;6;0;6;0;100;0;0;464.089;92.8
203511471;Mühendislik Fakültesi;SAY;%50 İndirimli;33;0;33;33;0;33;0;100;1;1;443.17;88.6
203511453;Mühendislik Fakültesi;SAY;Burslu;6;0;6;6;0;6;0;100;0;0;459.402;91.9
203511489;Mühendislik Fakültesi;SAY;%50 İndirimli;34;0;34;34;0;34;0;100;1;1;434.867;87
203511153;Mühendislik Fakültesi;SAY;Burslu;3;0;3;3;0;3;0;100;0;0;472.906;94.6
203511444;Mühendislik Fakültesi;SAY;%50 İndirimli;20;0;20;16;0;16;4;80;0;4;415.168;83
203511435;Mühendislik Fakültesi;SAY;Burslu;5;0;5;5;0;5;0;100;0;0;433.767;86.8
203511408;Mühendislik Fakültesi;SAY;%50 İndirimli;29;0;29;29;0;29;0;100;0;0;436.064;87.2
203511347;Mühendislik Fakültesi;SAY;Burslu;5;0;5;5;0;5;0;100;0;0;459.86;92
203511356;Mühendislik Fakültesi;SAY;%50 İndirimli;28;0;28;28;0;28;0;100;0;0;432.35;86.5
203510067;Mühendislik Fakültesi;SAY;Burslu;9;0;9;9;0;9;0;100;0;0;457.634;91.5
203510701;Mühendislik Fakültesi;SAY;%50 İndirimli;54;0;54;54;0;54;0;100;0;0;446.585;89.3
203511241;Sağlık Bilimleri Fakültesi;SAY;Burslu;6;0;6;6;0;6;0;100;0;0;428.057;85.6
203511259;Sağlık Bilimleri Fakültesi;SAY;%50 İndirimli;35;0;35;35;0;35;0;100;4;4;406.274;81.3
203511498;Tıp Fakültesi;SAY;Ücretli;37;0;37;37;0;37;0;100;0;0;471.613;94.3
203511505;Tıp Fakültesi;SAY;Burslu;9;0;9;9;0;9;0;100;0;0;482.017;96.4
203511514;Tıp Fakültesi;SAY;%50 İndirimli;14;0;14;14;0;14;0;100;0;0;475.009;95
203590149;Uygulamalı Yönetim Bilimleri Yüksekokulu;SÖZ;Burslu;7;0;7;7;0;7;0;100;1;0;409.199;81.8
203590150;Uygulamalı Yönetim Bilimleri Yüksekokulu;SÖZ;%50 İndirimli;39;0;39;39;0;39;0;100;2;0;376.957;75.4
105710324;Diş Hekimliği Fakültesi;SAY;Ücretsiz;90;3;93;90;3;93;0;100;0;0;459.498;91.9
105710069;Diş Hekimliği Fakültesi ;SAY;Ücretsiz;40;1;41;40;1;41;0;100;0;0;459.283;91.9
105761027;Eczacılık Fakültesi;SAY;Ücretsiz;80;2;82;80;2;82;0;100;0;0;454.542;90.9
105761029;İktisadi ve İdari Bilimler Fakültesi;EA;Ücretsiz;60;2;62;61;1;62;0;100;1;1;382.823;76.6
105710121;İktisadi ve İdari Bilimler Fakültesi;EA;Ücretsiz;60;2;62;62;0;62;0;100;2;2;389.964;78
105710157;İktisadi ve İdari Bilimler Fakültesi;EA;Ücretsiz;60;2;62;62;0;62;0;100;1;1;378.774;75.8
105761030;İktisadi ve İdari Bilimler Fakültesi;EA;Ücretsiz;60;2;62;60;2;62;0;100;0;0;395.951;79.2
105710342;İktisadi ve İdari Bilimler Fakültesi;EA;Ücretsiz;80;2;82;82;0;82;0;100;2;2;393.891;78.8
105710175;İktisadi ve İdari Bilimler Fakültesi;EA;Ücretsiz;70;2;72;72;0;72;0;100;1;1;393.271;78.7
105761092;İktisadi ve İdari Bilimler Fakültesi;EA;Ücretsiz;50;2;52;52;0;52;0;100;0;0;406.566;81.3
105710236;İslami İlimler Fakültesi;SÖZ;Ücretsiz;160;4;164;162;2;164;0;100;3;3;365.863;73.2
105710103;Mühendislik ve Mimarlık Fakültesi;SAY;Ücretsiz;70;2;72;72;0;72;0;100;1;1;436.575;87.3
105710042;Mühendislik ve Mimarlık Fakültesi;SAY;Ücretsiz;70;2;72;70;2;72;0;100;0;0;441.812;88.4
105710184;Mühendislik ve Mimarlık Fakültesi;SAY;Ücretsiz;70;2;72;72;0;72;0;100;3;2;406.907;81.4
105710087;Mühendislik ve Mimarlık Fakültesi;SAY;Ücretsiz;70;2;72;72;0;72;0;100;2;2;412.035;82.4
105710051;Mühendislik ve Mimarlık Fakültesi;SAY;Ücretsiz;70;2;72;70;2;72;0;100;1;1;433.243;86.6
105710078;Mühendislik ve Mimarlık Fakültesi;SAY;Ücretsiz;70;2;72;59;0;59;13;81.9;2;9;404.596;80.9
105710112;Mühendislik ve Mimarlık Fakültesi;SAY;Ücretsiz;70;2;72;72;0;72;0;100;1;1;429.613;85.9
105710315;Mühendislik ve Mimarlık Fakültesi;SAY;Ücretsiz;40;1;41;17;0;17;24;41.5;0;6;400.419;80.1
105761032;Orman Fakültesi;SAY;Ücretsiz;30;1;31;31;0;31;0;100;0;0;374.924;75
105761090;Orman Fakültesi;SAY;Ücretsiz;25;1;26;26;0;26;0;100;0;0;401.033;80.2
105710281;Sağlık Bilimleri Fakültesi;SAY;Ücretsiz;80;2;82;80;2;82;0;100;2;2;445.882;89.2
105710333;Sağlık Bilimleri Fakültesi;SAY;Ücretsiz;80;2;82;80;2;82;0;100;1;1;430.538;86.1
105710024;Sağlık Bilimleri Fakültesi;SAY;Ücretsiz;160;4;164;160;4;164;0;100;2;2;429.343;85.9
105761091;Sağlık Bilimleri Fakültesi;EA;Ücretsiz;50;2;52;50;2;52;0;100;0;0;395.77;79.2
105761089;Sosyal ve Beşeri Bilimler Fakültesi;EA;Ücretsiz;50;2;52;52;0;52;0;100;2;2;364.86;73
105761031;Sosyal ve Beşeri Bilimler Fakültesi;SÖZ;Ücretsiz;50;2;52;52;0;52;0;100;2;2;355.754;71.2
105710209;Sosyal ve Beşeri Bilimler Fakültesi;EA;Ücretsiz;60;2;62;62;0;62;0;100;2;2;369.764;74
105710193;Sosyal ve Beşeri Bilimler Fakültesi;SÖZ;Ücretsiz;70;2;72;72;0;72;0;100;1;1;363.535;72.7
105761028;Sosyal ve Beşeri Bilimler Fakültesi;SÖZ;Ücretsiz;2;0;2;0;0;0;2;0;0;0;0;0
105710299;Sosyal ve Beşeri Bilimler Fakültesi;EA;Ücretsiz;90;3;93;90;3;93;0;100;0;0;429.755;86
105710227;Sosyal ve Beşeri Bilimler Fakültesi;EA;Ücretsiz;60;2;62;62;0;62;0;100;3;3;389.847;78
105710218;Sosyal ve Beşeri Bilimler Fakültesi;SÖZ;Ücretsiz;60;2;62;62;0;62;0;100;2;2;354.928;71
105710263;Sosyal ve Beşeri Bilimler Fakültesi;SÖZ;Ücretsiz;80;2;82;80;2;82;0;100;1;1;372.193;74.4
105710272;Sosyal ve Beşeri Bilimler Fakültesi;EA;Ücretsiz;30;1;31;31;0;31;0;100;3;3;338.808;67.8
105710033;Su Ürünleri Fakültesi;SAY;Ücretsiz;20;1;21;21;0;21;0;100;1;1;375.042;75
105710015;Tıp Fakültesi;SAY;Ücretsiz;190;5;195;190;5;195;0;100;0;0;471.768;94.4
105710245;Tıp Fakültesi;SAY;Ücretsiz;1;0;1;1;0;1;0;100;1;0;500;100
105761066;Turizm Fakültesi;SÖZ;Ücretsiz;60;2;62;60;2;62;0;100;0;0;387.226;77.4
105710096;Turizm Fakültesi;EA;Ücretsiz;40;1;41;41;0;41;0;100;1;1;370.744;74.1
105710139;Turizm Fakültesi;DİL;Ücretsiz;60;2;62;61;1;62;0;100;2;2;368.168;73.6
209610027;Sağlık Bilimleri Fakültesi;SAY;Burslu;10;0;10;10;0;10;0;100;0;0;438.117;87.6
209610028;Sağlık Bilimleri Fakültesi;SAY;%50 İndirimli;50;0;50;50;0;50;0;100;1;1;423.66;84.7
209610023;Sağlık Bilimleri Fakültesi;SAY;Burslu;9;0;9;9;0;9;0;100;0;0;418.156;83.6
209610024;Sağlık Bilimleri Fakültesi;SAY;%50 İndirimli;51;0;51;51;0;51;0;100;5;5;392.727;78.5
209610022;Sağlık Bilimleri Fakültesi;SAY;Burslu;20;0;20;20;0;20;0;100;0;0;416.822;83.4
209610025;Sağlık Bilimleri Fakültesi;SAY;Burslu;10;0;10;10;0;10;0;100;0;0;417.771;83.6
209610026;Sağlık Bilimleri Fakültesi;SAY;%50 İndirimli;50;0;50;50;0;50;0;100;1;1;405.772;81.2
209610020;Tıp Fakültesi;SAY;Ücretli;50;0;50;50;0;50;0;100;0;0;464.426;92.9
209610021;Tıp Fakültesi;SAY;Burslu;10;0;10;10;0;10;0;100;0;0;470.063;94
105810014;Fen Fakültesi;SAY;Ücretsiz;50;2;52;52;0;52;0;100;1;1;424.828;85
105810160;Fen Fakültesi;SAY;Ücretsiz;40;1;41;41;0;41;0;100;0;0;412.149;82.4
105810023;Fen Fakültesi;SAY;Ücretsiz;60;2;62;61;1;62;0;100;0;0;423.579;84.7
105810147;Fen Fakültesi;SAY;Ücretsiz;2;0;2;2;0;2;0;100;0;0;449.25;89.9
105810102;Fen Fakültesi;SAY;Ücretsiz;50;2;52;52;0;52;0;100;2;2;418.593;83.7
105810156;Fen Fakültesi;SAY;Ücretsiz;1;0;1;1;0;1;0;100;0;0;375.5;75.1
105810032;Fen Fakültesi;SAY;Ücretsiz;60;2;62;60;2;62;0;100;0;0;459.895;92
105810161;Mimarlık Fakültesi;SAY;Ücretsiz;40;1;41;40;1;41;0;100;0;0;446.342;89.3
105810041;Mimarlık Fakültesi;SAY;Ücretsiz;110;3;113;110;3;113;0;100;0;0;449.788;90
105810059;Mimarlık Fakültesi;SAY;Ücretsiz;70;2;72;71;1;72;0;100;1;1;415.267;83.1
105810068;Mühendislik Fakültesi;SAY;Ücretsiz;80;2;82;80;2;82;0;100;1;0;462.073;92.4
105810157;Mühendislik Fakültesi;SAY;Ücretsiz;50;2;52;50;2;52;0;100;0;0;452.659;90.5
105810162;Mühendislik Fakültesi;SAY;Ücretsiz;50;2;52;52;0;52;0;100;1;1;427.875;85.6
105810077;Mühendislik Fakültesi;SAY;Ücretsiz;60;2;62;60;2;62;0;100;0;0;456.145;91.2
105810159;Mühendislik Fakültesi;SAY;Ücretsiz;40;1;41;40;1;41;0;100;0;0;439.171;87.8
105810129;Mühendislik Fakültesi;SAY;Ücretsiz;60;2;62;61;1;62;0;100;0;0;438.654;87.7
105810111;Mühendislik Fakültesi;SAY;Ücretsiz;70;2;72;70;2;72;0;100;0;0;427.594;85.5
105810086;Mühendislik Fakültesi;SAY;Ücretsiz;60;2;62;60;2;62;0;100;0;0;459.335;91.9
105810095;Mühendislik Fakültesi;SAY;Ücretsiz;80;2;82;80;2;82;0;100;0;0;447.48;89.5
105810158;Mühendislik Fakültesi;SAY;Ücretsiz;50;2;52;51;1;52;0;100;0;0;437.839;87.6
203710074;Hukuk Fakültesi ;EA;Ücretli;35;0;35;6;0;6;29;17.1;1;0;439.262;87.9
203710083;Hukuk Fakültesi ;EA;Burslu;27;0;27;27;0;27;0;100;0;0;436.705;87.3
203710708;Hukuk Fakültesi ;EA;%50 İndirimli;118;0;118;118;0;118;0;100;1;1;429.33;85.9
203710108;İktisadi. İdari ve Sosyal Bilimler Fakültesi;EA;Burslu;5;0;5;5;0;5;0;100;0;0;417.097;83.4
203790198;İktisadi. İdari ve Sosyal Bilimler Fakültesi;EA;%50 İndirimli;20;0;20;20;0;20;0;100;2;2;375.967;75.2
203711115;İktisadi. İdari ve Sosyal Bilimler Fakültesi;EA;Ücretli;33;0;33;33;0;33;0;100;5;1;413.032;82.6
203711124;İktisadi. İdari ve Sosyal Bilimler Fakültesi;EA;Burslu;12;0;12;12;0;12;0;100;0;0;442.477;88.5
203711133;İktisadi. İdari ve Sosyal Bilimler Fakültesi;EA;%50 İndirimli;35;0;35;35;0;35;0;100;3;2;416.96;83.4
203710929;İktisadi. İdari ve Sosyal Bilimler Fakültesi;EA;Burslu;5;0;5;5;0;5;0;100;0;0;438.912;87.8
203710938;İktisadi. İdari ve Sosyal Bilimler Fakültesi;EA;%50 İndirimli;20;0;20;20;0;20;0;100;1;1;392.282;78.5
203710189;İktisadi. İdari ve Sosyal Bilimler Fakültesi;EA;Burslu;7;0;7;7;0;7;0;100;0;0;426.651;85.3
203710559;İktisadi. İdari ve Sosyal Bilimler Fakültesi;EA;%50 İndirimli;38;0;38;38;0;38;0;100;5;5;401.825;80.4
203711548;İletişim Fakültesi;SÖZ;Burslu;5;0;5;5;0;5;0;100;0;0;435.142;87
203711557;İletişim Fakültesi;SÖZ;%50 İndirimli;26;0;26;26;0;26;0;100;2;0;397.043;79.4
203711503;İletişim Fakültesi;SÖZ;Burslu;5;0;5;5;0;5;0;100;0;0;407.632;81.5
203711512;İletişim Fakültesi;SÖZ;%50 İndirimli;26;0;26;13;0;13;13;50;1;7;343.126;68.6
203711584;İletişim Fakültesi;SÖZ;Burslu;5;0;5;5;0;5;0;100;0;0;441.7;88.3
203711593;İletişim Fakültesi;SÖZ;%50 İndirimli;28;0;28;28;0;28;0;100;2;0;395.1;79
203711618;İletişim Fakültesi;SÖZ;Burslu;5;0;5;5;0;5;0;100;0;0;405.022;81
203711627;İletişim Fakültesi;SÖZ;%50 İndirimli;28;0;28;28;0;28;0;100;3;1;391.664;78.3
203710735;İletişim Fakültesi;SÖZ;Burslu;5;0;5;5;0;5;0;100;0;0;421.384;84.3
203710762;İletişim Fakültesi;SÖZ;%50 İndirimli;28;0;28;28;0;28;0;100;3;2;386.14;77.2
203710126;İşletme Fakültesi;EA;Burslu;6;0;6;6;0;6;0;100;0;0;435.531;87.1
203710514;İşletme Fakültesi;EA;%50 İndirimli;31;0;31;31;0;31;0;100;3;3;400.779;80.2
203790196;İşletme Fakültesi;EA;Burslu;6;0;6;6;0;6;0;100;0;0;421.725;84.3
203790197;İşletme Fakültesi;EA;%50 İndirimli;31;0;31;31;0;31;0;100;3;2;387.724;77.5
203711487;İşletme Fakültesi;EA;Burslu;8;0;8;8;0;8;0;100;0;0;434.518;86.9
203711496;İşletme Fakültesi;EA;%50 İndirimli;42;0;42;42;0;42;0;100;0;0;389.227;77.8
203710286;Mühendislik ve Doğa Bilimleri Fakültesi;SAY;Burslu;11;0;11;11;0;11;0;100;0;0;462.414;92.5
203710674;Mühendislik ve Doğa Bilimleri Fakültesi;SAY;%50 İndirimli;59;0;59;59;0;59;0;100;1;1;434.128;86.8
203711169;Mühendislik ve Doğa Bilimleri Fakültesi;SAY;Burslu;5;0;5;5;0;5;0;100;0;0;453;90.6
203711178;Mühendislik ve Doğa Bilimleri Fakültesi;SAY;%50 İndirimli;20;0;20;20;0;20;0;100;2;1;430.3;86.1
203710302;Mühendislik ve Doğa Bilimleri Fakültesi;SAY;Burslu;10;0;10;10;0;10;0;100;0;0;437.215;87.4
203790199;Mühendislik ve Doğa Bilimleri Fakültesi;SAY;%50 İndirimli;20;0;20;20;0;20;0;100;0;0;425.309;85.1
203710329;Mühendislik ve Doğa Bilimleri Fakültesi;SAY;Burslu;14;0;14;14;0;14;0;100;0;0;452.817;90.6
203710692;Mühendislik ve Doğa Bilimleri Fakültesi;SAY;%50 İndirimli;76;0;76;76;0;76;0;100;1;1;428.208;85.6
203790189;Mühendislik ve Doğa Bilimleri Fakültesi;SAY;Burslu;10;0;10;10;0;10;0;100;0;0;412.234;82.4
203790188;Mühendislik ve Doğa Bilimleri Fakültesi;SAY;Burslu;20;0;20;20;0;20;0;100;0;0;436.063;87.2
203790194;Sanat ve Tasarım Fakültesi;SAY;Burslu;5;0;5;5;0;5;0;100;0;0;427.077;85.4
203790195;Sanat ve Tasarım Fakültesi;SAY;%50 İndirimli;25;0;25;25;0;25;0;100;0;0;421.15;84.2
203711406;Sanat ve Tasarım Fakültesi;EA;Burslu;11;0;11;11;0;11;0;100;0;0;434.77;87
203711415;Sanat ve Tasarım Fakültesi;EA;%50 İndirimli;59;0;59;59;0;59;0;100;1;1;409.98;82
203711081;Sanat ve Tasarım Fakültesi;SAY;Burslu;10;0;10;10;0;10;0;100;0;0;441.511;88.3
203711099;Sanat ve Tasarım Fakültesi;SAY;%50 İndirimli;45;0;45;24;0;24;21;53.3;1;2;421.235;84.2
105910013;Dede Korkut Eğitim Fakültesi;SAY;Ücretsiz;20;1;21;3;0;3;18;14.3;0;18;387.5;77.5
105910331;Dede Korkut Eğitim Fakültesi;SAY;Ücretsiz;50;2;52;50;2;52;0;100;0;0;432.914;86.6
105910022;Dede Korkut Eğitim Fakültesi;SÖZ;Ücretsiz;60;2;62;60;2;62;0;100;1;1;381.208;76.2
105910288;Dede Korkut Eğitim Fakültesi;EA;Ücretsiz;70;2;72;71;1;72;0;100;3;3;408.23;81.6
105930168;Dede Korkut Eğitim Fakültesi;EA;İÖ-Ücretli;70;2;72;72;0;72;0;100;2;2;398.512;79.7
105910031;Dede Korkut Eğitim Fakültesi;EA;Ücretsiz;60;2;62;61;1;62;0;100;1;1;405.666;81.1
105910049;Dede Korkut Eğitim Fakültesi;SÖZ;Ücretsiz;50;2;52;51;1;52;0;100;2;2;363.779;72.8
105910058;Dede Korkut Eğitim Fakültesi;SÖZ;Ücretsiz;60;2;62;60;2;62;0;100;0;0;372.103;74.4
105990139;Diş Hekimliği Fakültesi;SAY;Ücretsiz;60;2;62;60;2;62;0;100;1;1;452.27;90.5
105910401;Fen-Edebiyat Fakültesi;DİL;Ücretsiz;30;1;31;31;0;31;0;100;1;1;362.104;72.4
105910067;Fen-Edebiyat Fakültesi;SÖZ;Ücretsiz;40;1;41;41;0;41;0;100;5;4;322.346;64.5
105910119;Fen-Edebiyat Fakültesi;DİL;Ücretsiz;60;2;62;62;0;62;0;100;0;0;368.244;73.6
105930123;Fen-Edebiyat Fakültesi;DİL;İÖ-Ücretli;60;2;62;62;0;62;0;100;0;0;373.988;74.8
105990135;Fen-Edebiyat Fakültesi;DİL;Ücretsiz;50;2;52;52;0;52;0;100;1;1;370.66;74.1
105910137;Fen-Edebiyat Fakültesi;SAY;Ücretsiz;20;1;21;21;0;21;0;100;1;1;376.611;75.3
105910419;Fen-Edebiyat Fakültesi;SAY;Ücretsiz;30;1;31;31;0;31;0;100;1;1;382.8;76.6
105910146;Fen-Edebiyat Fakültesi;DİL;Ücretsiz;40;1;41;14;0;14;27;34.1;0;6;362.119;72.4
105910155;Fen-Edebiyat Fakültesi;SÖZ;Ücretsiz;70;2;72;72;0;72;0;100;2;2;332.256;66.5
105930114;Fen-Edebiyat Fakültesi;SÖZ;İÖ-Ücretli;70;2;72;44;0;44;28;61.1;7;11;335.608;67.1
105910164;Fen-Edebiyat Fakültesi;SÖZ;Ücretsiz;60;2;62;60;2;62;0;100;3;3;341.741;68.3
105930105;Fen-Edebiyat Fakültesi;SÖZ;İÖ-Ücretli;60;2;62;57;0;57;5;91.9;8;13;332.572;66.5
105910173;İktisadi ve İdari Bilimler Fakültesi;EA;Ücretsiz;20;1;21;9;0;9;12;42.9;1;6;345.283;69.1
105910182;İktisadi ve İdari Bilimler Fakültesi;EA;Ücretsiz;20;1;21;13;0;13;8;61.9;3;8;343.935;68.8
105910191;İktisadi ve İdari Bilimler Fakültesi;EA;Ücretsiz;40;1;41;33;0;33;8;80.5;2;10;349.137;69.8
105990101;İktisadi ve İdari Bilimler Fakültesi;EA;Ücretsiz;20;1;21;11;0;11;10;52.4;1;11;346.608;69.3
105990131;İktisadi ve İdari Bilimler Fakültesi;EA;Ücretsiz;60;2;62;62;0;62;0;100;4;4;370.478;74.1
105910385;İktisadi ve İdari Bilimler Fakültesi;EA;Ücretsiz;25;1;26;26;0;26;0;100;1;1;343.213;68.6
105990102;İktisadi ve İdari Bilimler Fakültesi;EA;Ücretsiz;50;2;52;52;0;52;0;100;1;1;346.418;69.3
105990132;İktisadi ve İdari Bilimler Fakültesi;EA;İÖ-Ücretli;40;1;41;36;0;36;5;87.8;4;9;338.389;67.7
105910322;İlahiyat Fakültesi;SÖZ;Ücretsiz;200;5;205;203;2;205;0;100;10;10;360.054;72
105930177;İlahiyat Fakültesi;SÖZ;İÖ-Ücretli;100;3;103;103;0;103;0;100;6;6;347.756;69.6
105990124;Kağızman Uygulamalı Bilimler Yüksekokulu;EA;Ücretsiz;40;1;41;23;0;23;18;56.1;2;17;338.994;67.8
105990138;Mühendislik-Mimarlık Fakültesi;SAY;Ücretsiz;20;1;21;1;0;1;20;4.8;0;0;406.155;81.2
105910394;Mühendislik-Mimarlık Fakültesi;SAY;Ücretsiz;20;1;21;0;0;0;21;0;0;0;0;0
105910358;Mühendislik-Mimarlık Fakültesi;SAY;Ücretsiz;25;1;26;0;0;0;26;0;0;0;0;0
105910428;Sağlık Bilimleri Fakültesi;SAY;Ücretsiz;60;2;62;60;2;62;0;100;1;1;414.621;82.9
105910437;Sağlık Bilimleri Fakültesi;SAY;Ücretsiz;160;4;164;160;4;164;0;100;0;0;405.004;81
105990140;Sarıkamış Turizm Fakültesi;SÖZ;Ücretsiz;50;2;52;52;0;52;0;100;3;3;357.788;71.6
105910207;Tıp Fakültesi;SAY;Ücretsiz;100;3;103;100;3;103;0;100;0;0;459.868;92
105910216;veteriner Fakültesi;SAY;Ücretsiz;100;3;103;100;3;103;0;100;1;1;412.546;82.5
112270818;İnsan ve Toplum Bilimleri Fakültesi;DİL;Ücretsiz;40;1;41;41;0;41;0;100;3;3;383.434;76.7
106010531;Afşin Sağlık Yüksekokulu;SAY;Ücretsiz;60;2;62;60;2;62;0;100;0;0;415.349;83.1
106090121;Beden Eğitimi ve Spor Yüksekokulu;EA;Ücretsiz;40;1;41;41;0;41;0;100;2;2;356.268;71.3
106090058;Diş Hekimliği Fakültesi;SAY;Ücretsiz;70;2;72;70;2;72;0;100;0;0;458.502;91.7
106010391;Eğitim Fakültesi;SAY;Ücretsiz;40;1;41;41;0;41;0;100;0;0;422.965;84.6
106010028;Eğitim Fakültesi;SAY;Ücretsiz;40;1;41;40;1;41;0;100;0;0;450.761;90.2
106090102;Eğitim Fakültesi;DİL;Ücretsiz;60;2;62;62;0;62;0;100;1;1;406.374;81.3
106090119;Eğitim Fakültesi;SÖZ;Ücretsiz;50;2;52;50;2;52;0;100;1;1;396.056;79.2
106010504;Eğitim Fakültesi;EA;Ücretsiz;60;2;62;60;2;62;0;100;0;0;409.467;81.9
106010407;Eğitim Fakültesi;EA;Ücretsiz;50;2;52;51;1;52;0;100;0;0;423.067;84.6
106010513;Eğitim Fakültesi;SÖZ;Ücretsiz;40;1;41;41;0;41;0;100;1;1;392.409;78.5
106010452;Eğitim Fakültesi;SÖZ;Ücretsiz;50;2;52;50;2;52;0;100;2;2;393.209;78.6
106010443;Fen-Edebiyat Fakültesi;EA;Ücretsiz;30;1;31;31;0;31;0;100;2;2;339.813;68
106010037;Fen-Edebiyat Fakültesi;SAY;Ücretsiz;30;1;31;31;0;31;0;100;4;4;393.626;78.7
106010046;Fen-Edebiyat Fakültesi;SÖZ;Ücretsiz;60;2;62;61;1;62;0;100;3;3;357.168;71.4
106030023;Fen-Edebiyat Fakültesi;SÖZ;İÖ-Ücretli;40;1;41;41;0;41;0;100;1;1;342.201;68.4
106010064;Fen-Edebiyat Fakültesi;SAY;Ücretsiz;20;1;21;21;0;21;0;100;0;0;395.545;79.1
106010073;Fen-Edebiyat Fakültesi;SAY;Ücretsiz;40;1;41;41;0;41;0;100;0;0;400.445;80.1
106010082;Fen-Edebiyat Fakültesi;SÖZ;Ücretsiz;80;2;82;82;0;82;0;100;4;4;357.225;71.4
106030068;Fen-Edebiyat Fakültesi;SÖZ;İÖ-Ücretli;80;2;82;82;0;82;0;100;8;8;332.806;66.6
106010091;Fen-Edebiyat Fakültesi;SÖZ;Ücretsiz;70;2;72;70;2;72;0;100;3;3;372.327;74.5
106030077;Fen-Edebiyat Fakültesi;SÖZ;İÖ-Ücretli;70;2;72;72;0;72;0;100;2;2;353.306;70.7
106090116;Göksun Uygulamalı Bilimler Yüksekokulu;EA;Ücretsiz;40;1;41;41;0;41;0;100;0;0;368.098;73.6
106090050;Güzel Sanatlar Fakültesi;EA;Ücretsiz;30;1;31;31;0;31;0;100;1;1;357.639;71.5
106010107;İktisadi ve İdari Bilimler Fakültesi;EA;Ücretsiz;60;2;62;62;0;62;0;100;5;5;356.101;71.2
106010116;İktisadi ve İdari Bilimler Fakültesi;EA;Ücretsiz;60;2;62;62;0;62;0;100;4;4;363.72;72.7
106030095;İktisadi ve İdari Bilimler Fakültesi;EA;İÖ-Ücretli;30;1;31;31;0;31;0;100;0;0;370.017;74
106010125;İktisadi ve İdari Bilimler Fakültesi;EA;Ücretsiz;80;2;82;81;1;82;0;100;3;3;365.388;73.1
106030102;İktisadi ve İdari Bilimler Fakültesi;EA;İÖ-Ücretli;40;1;41;41;0;41;0;100;3;3;356.069;71.2
106010434;İktisadi ve İdari Bilimler Fakültesi;EA;Ücretsiz;70;2;72;71;1;72;0;100;3;3;375.047;75
106030192;İktisadi ve İdari Bilimler Fakültesi;EA;İÖ-Ücretli;60;2;62;62;0;62;0;100;4;1;371.857;74.4
106010373;İktisadi ve İdari Bilimler Fakültesi;EA;Ücretsiz;60;2;62;62;0;62;0;100;3;3;360.073;72
106090051;İktisadi ve İdari Bilimler Fakültesi;EA;Ücretsiz;60;2;62;61;1;62;0;100;1;1;396.234;79.2
106010461;İktisadi ve İdari Bilimler Fakültesi;EA;Ücretsiz;50;2;52;52;0;52;0;100;3;3;364.71;72.9
106010425;İlahiyat Fakültesi;SÖZ;Ücretsiz;150;4;154;150;4;154;0;100;1;1;387.088;77.4
106030183;İlahiyat Fakültesi;SÖZ;İÖ-Ücretli;120;3;123;122;1;123;0;100;3;3;369.393;73.9
106010522;İlahiyat Fakültesi;SÖZ;Ücretsiz;80;2;82;82;0;82;0;100;4;4;369.782;74
106010479;Mühendislik-Mimarlık Fakültesi;SAY;Ücretsiz;65;2;67;67;0;67;0;100;1;1;411.901;82.4
106010143;Mühendislik-Mimarlık Fakültesi;SAY;Ücretsiz;60;2;62;62;0;62;0;100;2;2;397.09;79.4
106010197;Mühendislik-Mimarlık Fakültesi;SAY;Ücretsiz;20;1;21;2;0;2;19;9.5;0;2;389.575;77.9
106010267;Mühendislik-Mimarlık Fakültesi;SAY;Ücretsiz;50;2;52;14;0;14;38;26.9;1;0;401.258;80.3
106010355;Mühendislik-Mimarlık Fakültesi;SAY;Ücretsiz;30;1;31;7;0;7;24;22.6;0;1;394.415;78.9
106010152;Mühendislik-Mimarlık Fakültesi;SAY;Ücretsiz;20;1;21;8;0;8;13;38.1;0;0;392.725;78.5
106010161;Orman Fakültesi;SAY;Ücretsiz;20;1;21;21;0;21;0;100;1;1;380.668;76.1
106010179;Orman Fakültesi;SAY;Ücretsiz;30;1;31;31;0;31;0;100;0;0;376.413;75.3
